Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of cellular protein metabolic process (GO:0032270)	3/102	3.006444e-02	2.504413e-01	0	0	4.643881e+00	1.627407e+01	TGFB1;NSUN5;FMR1
GO_Biological_Process_2021	mitotic sister chromatid segregation (GO:0000070)	3/102	3.006444e-02	2.504413e-01	0	0	4.643881e+00	1.627407e+01	CUL3;CHMP2B;CHMP1A
GO_Biological_Process_2021	ubiquitin-dependent protein catabolic process (GO:0006511)	6/354	3.016499e-02	2.504413e-01	0	0	2.671045e+00	9.351526e+00	CDC20;RMND5B;PSMB4;PSMC3;CUL3;RAD23A
GO_Biological_Process_2021	regulation of mitotic cell cycle (GO:0007346)	4/178	3.044490e-02	2.504413e-01	0	0	3.536997e+00	1.235062e+01	CDC20;PSMB4;TGFB1;PSMC3
GO_Biological_Process_2021	regulation of translation (GO:0006417)	4/178	3.044490e-02	2.504413e-01	0	0	3.536997e+00	1.235062e+01	TRAP1;NSUN5;FMR1;CALR
GO_Biological_Process_2021	chromatin remodeling (GO:0006338)	3/103	3.082107e-02	2.504413e-01	0	0	4.597209e+00	1.599625e+01	TAF6L;SMARCB1;RUVBL2
GO_Biological_Process_2021	nucleic acid-templated transcription (GO:0097659)	2/42	3.134120e-02	2.504413e-01	0	0	7.626154e+00	2.640801e+01	POLR2E;PWP1
GO_Biological_Process_2021	regulation of ubiquitin-dependent protein catabolic process (GO:2000058)	2/42	3.134120e-02	2.504413e-01	0	0	7.626154e+00	2.640801e+01	ARAF;RAD23A
GO_Biological_Process_2021	mRNA transport (GO:0051028)	3/104	3.158768e-02	2.504413e-01	0	0	4.551462e+00	1.572525e+01	NUP214;FMR1;HNRNPA2B1
GO_Biological_Process_2021	protein-containing complex assembly (GO:0065003)	5/267	3.219918e-02	2.504413e-01	0	0	2.946144e+00	1.012240e+01	NAPA;SLC9A3R2;TRAPPC6A;CUL3;SNX9
GO_Biological_Process_2021	negative regulation of cellular respiration (GO:1901856)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	TRAP1
GO_Biological_Process_2021	negative regulation of collateral sprouting (GO:0048671)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	ULK2
GO_Biological_Process_2021	negative regulation of gene silencing by RNA (GO:0060967)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	TGFB1
GO_Biological_Process_2021	negative regulation of macrophage cytokine production (GO:0010936)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	TGFB1
GO_Biological_Process_2021	regulation of cellular response to osmotic stress (GO:0106049)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	LETM1
GO_Biological_Process_2021	negative regulation of posttranscriptional gene silencing (GO:0060149)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	TGFB1
GO_Biological_Process_2021	regulation of histone H3-K9 trimethylation (GO:1900112)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	SMARCB1
GO_Biological_Process_2021	regulation of histone H4-K16 acetylation (GO:2000618)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	SMARCB1
GO_Biological_Process_2021	regulation of mRNA binding (GO:1902415)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	FMR1
GO_Biological_Process_2021	regulation of protein import (GO:1904589)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	TGFB1
GO_Biological_Process_2021	regulation of skeletal muscle tissue development (GO:0048641)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	TGFB1
GO_Biological_Process_2021	regulation of synaptic vesicle priming (GO:0010807)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	NAPA
GO_Biological_Process_2021	positive regulation of histone H3-K9 acetylation (GO:2000617)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	SMARCB1
GO_Biological_Process_2021	salivary gland development (GO:0007431)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	TGFB1
GO_Biological_Process_2021	salivary gland morphogenesis (GO:0007435)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	TGFB1
GO_Biological_Process_2021	isocitrate metabolic process (GO:0006102)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	IDH3G
GO_Biological_Process_2021	lymph node development (GO:0048535)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	TGFB1
GO_Biological_Process_2021	meiotic mismatch repair (GO:0000710)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	ERCC1
GO_Biological_Process_2021	modulation by symbiont of host autophagy (GO:0075071)	1/5	3.257029e-02	2.504413e-01	0	0	3.790840e+01	1.298118e+02	ULK2
GO_Biological_Process_2021	positive regulation of protein serine/threonine kinase activity (GO:0071902)	3/106	3.315077e-02	2.504413e-01	0	0	4.462633e+00	1.520280e+01	TGFB1;RALB;TPD52L1
GO_Biological_Process_2021	intracellular protein transmembrane transport (GO:0065002)	2/44	3.414370e-02	2.504413e-01	0	0	7.262271e+00	2.452598e+01	PEX1;TOMM40L
GO_Biological_Process_2021	positive regulation of RNA metabolic process (GO:0051254)	2/45	3.558030e-02	2.504413e-01	0	0	7.093023e+00	2.366206e+01	TGFB1;BUD23
GO_Biological_Process_2021	regulation of mitotic cell cycle phase transition (GO:1901990)	4/188	3.612025e-02	2.504413e-01	0	0	3.343071e+00	1.110201e+01	CDC20;PSMB4;PSMC3;CUL3
GO_Biological_Process_2021	epidermal growth factor receptor signaling pathway (GO:0007173)	2/47	3.852237e-02	2.504413e-01	0	0	6.777094e+00	2.206972e+01	TGFB1;AAMP
GO_Biological_Process_2021	negative regulation of endoplasmic reticulum calcium ion concentration (GO:0032471)	1/6	3.895690e-02	2.504413e-01	0	0	3.032519e+01	9.841432e+01	BCAP31
GO_Biological_Process_2021	negative regulation of excitatory postsynaptic potential (GO:0090394)	1/6	3.895690e-02	2.504413e-01	0	0	3.032519e+01	9.841432e+01	TMEM25
GO_Biological_Process_2021	regulation of blood vessel remodeling (GO:0060312)	1/6	3.895690e-02	2.504413e-01	0	0	3.032519e+01	9.841432e+01	TGFB1
