Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	striated muscle cell development (GO:0055002)	1/14	2.764759e-02	1.338975e-01	0	0	3.934320e+01	1.411719e+02	TMOD4
GO_Biological_Process_2021	negative regulation of coagulation (GO:0050819)	1/14	2.764759e-02	1.338975e-01	0	0	3.934320e+01	1.411719e+02	APOH
GO_Biological_Process_2021	regulation of acrosome reaction (GO:0060046)	1/14	2.764759e-02	1.338975e-01	0	0	3.934320e+01	1.411719e+02	GLRA1
GO_Biological_Process_2021	neurotransmitter biosynthetic process (GO:0042136)	1/14	2.764759e-02	1.338975e-01	0	0	3.934320e+01	1.411719e+02	DBH
GO_Biological_Process_2021	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)	1/14	2.764759e-02	1.338975e-01	0	0	3.934320e+01	1.411719e+02	DDX18
GO_Biological_Process_2021	positive regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0035774)	1/14	2.764759e-02	1.338975e-01	0	0	3.934320e+01	1.411719e+02	GCG
GO_Biological_Process_2021	response to ethanol (GO:0045471)	1/15	2.959365e-02	1.338975e-01	0	0	3.653114e+01	1.285967e+02	GLRA1
GO_Biological_Process_2021	catecholamine metabolic process (GO:0006584)	1/15	2.959365e-02	1.338975e-01	0	0	3.653114e+01	1.285967e+02	DBH
GO_Biological_Process_2021	regulation of dephosphorylation (GO:0035303)	1/15	2.959365e-02	1.338975e-01	0	0	3.653114e+01	1.285967e+02	PPP1R17
GO_Biological_Process_2021	protein kinase A signaling (GO:0010737)	1/15	2.959365e-02	1.338975e-01	0	0	3.653114e+01	1.285967e+02	GCG
GO_Biological_Process_2021	cellular response to arsenic-containing substance (GO:0071243)	1/15	2.959365e-02	1.338975e-01	0	0	3.653114e+01	1.285967e+02	MAPK13
GO_Biological_Process_2021	positive regulation of response to external stimulus (GO:0032103)	2/139	3.148935e-02	1.338975e-01	0	0	7.615444e+00	2.633501e+01	APOH;MAPK13
GO_Biological_Process_2021	regulation of rRNA processing (GO:2000232)	1/16	3.153591e-02	1.338975e-01	0	0	3.409402e+01	1.178503e+02	KAT2B
GO_Biological_Process_2021	regulation of hormone secretion (GO:0046883)	1/16	3.153591e-02	1.338975e-01	0	0	3.409402e+01	1.178503e+02	IL11
GO_Biological_Process_2021	male meiosis I (GO:0007141)	1/16	3.153591e-02	1.338975e-01	0	0	3.409402e+01	1.178503e+02	HSF2BP
GO_Biological_Process_2021	N-terminal protein amino acid acetylation (GO:0006474)	1/16	3.153591e-02	1.338975e-01	0	0	3.409402e+01	1.178503e+02	KAT2B
GO_Biological_Process_2021	chromatin organization (GO:0006325)	2/142	3.274571e-02	1.338975e-01	0	0	7.451128e+00	2.547528e+01	KAT2B;MPND
GO_Biological_Process_2021	positive regulation of blood coagulation (GO:0030194)	1/17	3.347438e-02	1.338975e-01	0	0	3.196154e+01	1.085725e+02	APOH
GO_Biological_Process_2021	negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706)	1/17	3.347438e-02	1.338975e-01	0	0	3.196154e+01	1.085725e+02	CNN1
GO_Biological_Process_2021	positive regulation of transcription of Notch receptor target (GO:0007221)	1/17	3.347438e-02	1.338975e-01	0	0	3.196154e+01	1.085725e+02	KAT2B
GO_Biological_Process_2021	regulation of cell killing (GO:0031341)	1/17	3.347438e-02	1.338975e-01	0	0	3.196154e+01	1.085725e+02	IL11
GO_Biological_Process_2021	cellular biogenic amine biosynthetic process (GO:0042401)	1/17	3.347438e-02	1.338975e-01	0	0	3.196154e+01	1.085725e+02	DBH
GO_Biological_Process_2021	ruffle organization (GO:0031529)	1/17	3.347438e-02	1.338975e-01	0	0	3.196154e+01	1.085725e+02	AIF1L
GO_Biological_Process_2021	cellular response to zinc ion (GO:0071294)	1/18	3.540907e-02	1.374790e-01	0	0	3.007994e+01	1.004907e+02	GLRA1
GO_Biological_Process_2021	G protein-coupled acetylcholine receptor signaling pathway (GO:0007213)	1/18	3.540907e-02	1.374790e-01	0	0	3.007994e+01	1.004907e+02	OPRM1
GO_Biological_Process_2021	cellular response to glucagon stimulus (GO:0071377)	1/19	3.733999e-02	1.374790e-01	0	0	2.840741e+01	9.339476e+01	GCG
GO_Biological_Process_2021	negative regulation of RNA metabolic process (GO:0051253)	1/19	3.733999e-02	1.374790e-01	0	0	2.840741e+01	9.339476e+01	KAT2B
GO_Biological_Process_2021	negative regulation of T cell receptor signaling pathway (GO:0050860)	1/19	3.733999e-02	1.374790e-01	0	0	2.840741e+01	9.339476e+01	SH2D1A
GO_Biological_Process_2021	regulation of centriole replication (GO:0046599)	1/19	3.733999e-02	1.374790e-01	0	0	2.840741e+01	9.339476e+01	KAT2B
GO_Biological_Process_2021	dopamine metabolic process (GO:0042417)	1/19	3.733999e-02	1.374790e-01	0	0	2.840741e+01	9.339476e+01	DBH
GO_Biological_Process_2021	regulation of smooth muscle contraction (GO:0006940)	1/20	3.926713e-02	1.429500e-01	0	0	2.691093e+01	8.712057e+01	CNN1
GO_Biological_Process_2021	regulation of lipoprotein lipase activity (GO:0051004)	1/21	4.119052e-02	1.450623e-01	0	0	2.556410e+01	8.153791e+01	APOH
GO_Biological_Process_2021	response to glucagon (GO:0033762)	1/21	4.119052e-02	1.450623e-01	0	0	2.556410e+01	8.153791e+01	GCG
GO_Biological_Process_2021	sensory perception of pain (GO:0019233)	1/21	4.119052e-02	1.450623e-01	0	0	2.556410e+01	8.153791e+01	OPRM1
GO_Biological_Process_2021	phosphatidylserine acyl-chain remodeling (GO:0036150)	1/22	4.311015e-02	1.501902e-01	0	0	2.434554e+01	7.654231e+01	PLA1A
GO_Biological_Process_2021	negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)	1/25	4.884658e-02	1.604170e-01	0	0	2.129915e+01	6.430363e+01	SH2D1A
GO_Biological_Process_2021	sodium ion homeostasis (GO:0055078)	1/25	4.884658e-02	1.604170e-01	0	0	2.129915e+01	6.430363e+01	SCNN1G
GO_Biological_Process_2021	chemical synaptic transmission, postsynaptic (GO:0099565)	1/25	4.884658e-02	1.604170e-01	0	0	2.129915e+01	6.430363e+01	GLRA1
GO_Biological_Process_2021	ribosomal large subunit assembly (GO:0000027)	1/25	4.884658e-02	1.604170e-01	0	0	2.129915e+01	6.430363e+01	RPL3L
GO_Biological_Process_2021	regulation of immune response (GO:0050776)	2/179	4.976891e-02	1.604170e-01	0	0	5.882545e+00	1.764978e+01	SH2D1A;ICAM4
GO_Biological_Process_2021	maturation of LSU-rRNA (GO:0000470)	1/26	5.075126e-02	1.604170e-01	0	0	2.044615e+01	6.094628e+01	DDX18
GO_Biological_Process_2021	meiosis I (GO:0007127)	1/26	5.075126e-02	1.604170e-01	0	0	2.044615e+01	6.094628e+01	HSF2BP
GO_Biological_Process_2021	stress-activated protein kinase signaling cascade (GO:0031098)	1/27	5.265223e-02	1.604170e-01	0	0	1.965878e+01	5.787636e+01	MAPK13
GO_Biological_Process_2021	negative regulation of endothelial cell apoptotic process (GO:2000352)	1/27	5.265223e-02	1.604170e-01	0	0	1.965878e+01	5.787636e+01	IL11
GO_Biological_Process_2021	regulation of blood coagulation (GO:0030193)	1/27	5.265223e-02	1.604170e-01	0	0	1.965878e+01	5.787636e+01	APOH
GO_Biological_Process_2021	monovalent inorganic cation homeostasis (GO:0055067)	1/27	5.265223e-02	1.604170e-01	0	0	1.965878e+01	5.787636e+01	SCNN1G
GO_Biological_Process_2021	regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178)	1/28	5.454948e-02	1.604170e-01	0	0	1.892972e+01	5.505989e+01	GCG
GO_Biological_Process_2021	macromolecule catabolic process (GO:0009057)	1/28	5.454948e-02	1.604170e-01	0	0	1.892972e+01	5.505989e+01	PRSS16
GO_Biological_Process_2021	regulation of muscle contraction (GO:0006937)	1/28	5.454948e-02	1.604170e-01	0	0	1.892972e+01	5.505989e+01	CNN1
GO_Biological_Process_2021	regulation of phosphatase activity (GO:0010921)	1/28	5.454948e-02	1.604170e-01	0	0	1.892972e+01	5.505989e+01	PPP1R17
GO_Biological_Process_2021	cellular response to acid chemical (GO:0071229)	1/28	5.454948e-02	1.604170e-01	0	0	1.892972e+01	5.505989e+01	GLRA1
GO_Biological_Process_2021	internal peptidyl-lysine acetylation (GO:0018393)	1/28	5.454948e-02	1.604170e-01	0	0	1.892972e+01	5.505989e+01	KAT2B
GO_Biological_Process_2021	limb development (GO:0060173)	1/29	5.644303e-02	1.604170e-01	0	0	1.825275e+01	5.246795e+01	KAT2B
GO_Biological_Process_2021	lipid catabolic process (GO:0016042)	1/29	5.644303e-02	1.604170e-01	0	0	1.825275e+01	5.246795e+01	PLA1A
GO_Biological_Process_2021	negative regulation of wound healing (GO:0061045)	1/29	5.644303e-02	1.604170e-01	0	0	1.825275e+01	5.246795e+01	APOH
GO_Biological_Process_2021	response to zinc ion (GO:0010043)	1/29	5.644303e-02	1.604170e-01	0	0	1.825275e+01	5.246795e+01	GLRA1
GO_Biological_Process_2021	response to alcohol (GO:0097305)	1/30	5.833288e-02	1.643465e-01	0	0	1.762246e+01	5.007579e+01	GLRA1
GO_Biological_Process_2021	protein acetylation (GO:0006473)	1/31	6.021904e-02	1.681980e-01	0	0	1.703419e+01	4.786210e+01	KAT2B
GO_Biological_Process_2021	response to amino acid (GO:0043200)	1/32	6.210151e-02	1.687963e-01	0	0	1.648387e+01	4.580843e+01	GLRA1
GO_Biological_Process_2021	regulation of NMDA receptor activity (GO:2000310)	1/32	6.210151e-02	1.687963e-01	0	0	1.648387e+01	4.580843e+01	OPRM1
GO_Biological_Process_2021	actin filament bundle assembly (GO:0051017)	1/33	6.398031e-02	1.687963e-01	0	0	1.596795e+01	4.389876e+01	AIF1L
GO_Biological_Process_2021	actin filament bundle organization (GO:0061572)	1/33	6.398031e-02	1.687963e-01	0	0	1.596795e+01	4.389876e+01	AIF1L
GO_Biological_Process_2021	negative regulation of smooth muscle cell proliferation (GO:0048662)	1/33	6.398031e-02	1.687963e-01	0	0	1.596795e+01	4.389876e+01	CNN1
GO_Biological_Process_2021	tRNA methylation (GO:0030488)	1/34	6.585544e-02	1.687963e-01	0	0	1.548329e+01	4.211910e+01	TRMT10A
GO_Biological_Process_2021	phosphatidylserine metabolic process (GO:0006658)	1/34	6.585544e-02	1.687963e-01	0	0	1.548329e+01	4.211910e+01	PLA1A
GO_Biological_Process_2021	cellular response to amino acid stimulus (GO:0071230)	1/34	6.585544e-02	1.687963e-01	0	0	1.548329e+01	4.211910e+01	GLRA1
GO_Biological_Process_2021	cellular response to hydrogen peroxide (GO:0070301)	1/35	6.772691e-02	1.687963e-01	0	0	1.502715e+01	4.045717e+01	MAPK13
GO_Biological_Process_2021	regulation of T cell receptor signaling pathway (GO:0050856)	1/35	6.772691e-02	1.687963e-01	0	0	1.502715e+01	4.045717e+01	SH2D1A
GO_Biological_Process_2021	positive regulation of reproductive process (GO:2000243)	1/35	6.772691e-02	1.687963e-01	0	0	1.502715e+01	4.045717e+01	GLRA1
GO_Biological_Process_2021	negative regulation of epithelial cell migration (GO:0010633)	1/35	6.772691e-02	1.687963e-01	0	0	1.502715e+01	4.045717e+01	APOH
GO_Biological_Process_2021	negative regulation of organelle assembly (GO:1902116)	1/35	6.772691e-02	1.687963e-01	0	0	1.502715e+01	4.045717e+01	KAT2B
GO_Biological_Process_2021	regulation of postsynaptic membrane potential (GO:0060078)	1/35	6.772691e-02	1.687963e-01	0	0	1.502715e+01	4.045717e+01	GLRA1
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	3/482	7.135375e-02	1.703295e-01	0	0	3.297579e+00	8.705957e+00	IL11;OPRM1;MAPK13
GO_Biological_Process_2021	negative regulation of endothelial cell proliferation (GO:0001937)	1/37	7.145888e-02	1.703295e-01	0	0	1.419088e+01	3.744453e+01	APOH
GO_Biological_Process_2021	negative regulation of epithelial cell apoptotic process (GO:1904036)	1/37	7.145888e-02	1.703295e-01	0	0	1.419088e+01	3.744453e+01	IL11
GO_Biological_Process_2021	regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	1/37	7.145888e-02	1.703295e-01	0	0	1.419088e+01	3.744453e+01	CNN1
GO_Biological_Process_2021	negative regulation of apoptotic process (GO:0043066)	3/485	7.240419e-02	1.703295e-01	0	0	3.276550e+00	8.602554e+00	AVEN;APOH;GCG
GO_Biological_Process_2021	positive regulation of cell development (GO:0010720)	1/38	7.331940e-02	1.703295e-01	0	0	1.380665e+01	3.607582e+01	OPRM1
GO_Biological_Process_2021	negative regulation of endothelial cell migration (GO:0010596)	1/38	7.331940e-02	1.703295e-01	0	0	1.380665e+01	3.607582e+01	APOH
GO_Biological_Process_2021	positive regulation of insulin secretion (GO:0032024)	1/38	7.331940e-02	1.703295e-01	0	0	1.380665e+01	3.607582e+01	GCG
GO_Biological_Process_2021	protein monoubiquitination (GO:0006513)	1/39	7.517629e-02	1.703295e-01	0	0	1.344265e+01	3.478848e+01	FANCL
GO_Biological_Process_2021	negative regulation of secretion by cell (GO:1903531)	1/39	7.517629e-02	1.703295e-01	0	0	1.344265e+01	3.478848e+01	IL11
GO_Biological_Process_2021	membrane protein proteolysis (GO:0033619)	1/39	7.517629e-02	1.703295e-01	0	0	1.344265e+01	3.478848e+01	NAPSA
GO_Biological_Process_2021	protein acylation (GO:0043543)	1/39	7.517629e-02	1.703295e-01	0	0	1.344265e+01	3.478848e+01	KAT2B
GO_Biological_Process_2021	negative regulation of protein secretion (GO:0050709)	1/39	7.517629e-02	1.703295e-01	0	0	1.344265e+01	3.478848e+01	OPRM1
GO_Biological_Process_2021	negative regulation of blood coagulation (GO:0030195)	1/40	7.702954e-02	1.709423e-01	0	0	1.309730e+01	3.357581e+01	APOH
GO_Biological_Process_2021	positive regulation of wound healing (GO:0090303)	1/40	7.702954e-02	1.709423e-01	0	0	1.309730e+01	3.357581e+01	APOH
GO_Biological_Process_2021	response to organonitrogen compound (GO:0010243)	1/40	7.702954e-02	1.709423e-01	0	0	1.309730e+01	3.357581e+01	GLRA1
GO_Biological_Process_2021	acylglycerol metabolic process (GO:0006639)	1/41	7.887918e-02	1.738562e-01	0	0	1.276923e+01	3.243178e+01	APOH
GO_Biological_Process_2021	histone H3 acetylation (GO:0043966)	1/42	8.072520e-02	1.767227e-01	0	0	1.245716e+01	3.135099e+01	KAT2B
GO_Biological_Process_2021	myofibril assembly (GO:0030239)	1/43	8.256762e-02	1.795430e-01	0	0	1.215995e+01	3.032859e+01	TMOD4
GO_Biological_Process_2021	metal ion homeostasis (GO:0055065)	1/44	8.440643e-02	1.802729e-01	0	0	1.187657e+01	2.936020e+01	SCNN1G
GO_Biological_Process_2021	regulation of endothelial cell apoptotic process (GO:2000351)	1/44	8.440643e-02	1.802729e-01	0	0	1.187657e+01	2.936020e+01	IL11
GO_Biological_Process_2021	anterograde trans-synaptic signaling (GO:0098916)	2/244	8.547827e-02	1.802729e-01	0	0	4.288386e+00	1.054726e+01	GLRA1;DBH
GO_Biological_Process_2021	positive regulation of nervous system development (GO:0051962)	1/45	8.624165e-02	1.802729e-01	0	0	1.160606e+01	2.844184e+01	OPRM1
GO_Biological_Process_2021	positive regulation of Notch signaling pathway (GO:0045747)	1/45	8.624165e-02	1.802729e-01	0	0	1.160606e+01	2.844184e+01	KAT2B
GO_Biological_Process_2021	zymogen activation (GO:0031638)	1/45	8.624165e-02	1.802729e-01	0	0	1.160606e+01	2.844184e+01	APOH
GO_Biological_Process_2021	cellular response to alcohol (GO:0097306)	1/48	9.172583e-02	1.905075e-01	0	0	1.086361e+01	2.595264e+01	GLRA1
GO_Biological_Process_2021	response to hydrogen peroxide (GO:0042542)	1/49	9.354674e-02	1.930519e-01	0	0	1.063675e+01	2.520159e+01	MAPK13
GO_Biological_Process_2021	chloride transmembrane transport (GO:1902476)	1/50	9.536410e-02	1.943268e-01	0	0	1.041915e+01	2.448556e+01	GLRA1
GO_Biological_Process_2021	ribosome assembly (GO:0042255)	1/50	9.536410e-02	1.943268e-01	0	0	1.041915e+01	2.448556e+01	RPL3L
GO_Biological_Process_2021	regulation of protein modification process (GO:0031399)	1/51	9.717790e-02	1.955630e-01	0	0	1.021026e+01	2.380227e+01	KAT2B
GO_Biological_Process_2021	sensory perception (GO:0007600)	1/51	9.717790e-02	1.955630e-01	0	0	1.021026e+01	2.380227e+01	OPRM1
GO_Biological_Process_2021	myeloid cell differentiation (GO:0030099)	1/52	9.898816e-02	1.979763e-01	0	0	1.000955e+01	2.314964e+01	IL11
GO_Biological_Process_2021	regulation of megakaryocyte differentiation (GO:0045652)	1/54	1.025981e-01	2.037642e-01	0	0	9.630866e+00	2.192887e+01	KAT2B
GO_Biological_Process_2021	positive regulation of MAPK cascade (GO:0043410)	2/274	1.039456e-01	2.037642e-01	0	0	3.809598e+00	8.624500e+00	IL11;OPRM1
GO_Biological_Process_2021	triglyceride metabolic process (GO:0006641)	1/55	1.043977e-01	2.037642e-01	0	0	9.452042e+00	2.135734e+01	APOH
GO_Biological_Process_2021	interstrand cross-link repair (GO:0036297)	1/55	1.043977e-01	2.037642e-01	0	0	9.452042e+00	2.135734e+01	FANCL
GO_Biological_Process_2021	plasma membrane bounded cell projection assembly (GO:0120031)	2/278	1.064863e-01	2.058095e-01	0	0	3.753623e+00	8.407136e+00	CNGA2;AIF1L
GO_Biological_Process_2021	negative regulation of cell cycle G2/M phase transition (GO:1902750)	1/57	1.079865e-01	2.058095e-01	0	0	9.113553e+00	2.028448e+01	AVEN
GO_Biological_Process_2021	positive regulation of gene expression, epigenetic (GO:0045815)	1/57	1.079865e-01	2.058095e-01	0	0	9.113553e+00	2.028448e+01	KAT2B
GO_Biological_Process_2021	ribosomal large subunit biogenesis (GO:0042273)	1/57	1.079865e-01	2.058095e-01	0	0	9.113553e+00	2.028448e+01	RPL3L
GO_Biological_Process_2021	fat cell differentiation (GO:0045444)	1/58	1.097756e-01	2.067866e-01	0	0	8.953216e+00	1.978049e+01	IL11
GO_Biological_Process_2021	regulation of neurotransmitter receptor activity (GO:0099601)	1/58	1.097756e-01	2.067866e-01	0	0	8.953216e+00	1.978049e+01	OPRM1
