Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of apoptotic process (GO:0042981)	14/742	9.512958e-04	1.273872e-01	0	0	2.829586e+00	1.968737e+01	NGFR;MEF2C;DDX3X;SRA1;BRAF;PRLR;FBXO11;PHB2;AQP1;IGF1R;TFPT;TIAM1;TFAP4;EEF1E1
GO_Biological_Process_2021	positive regulation of cardiac muscle cell differentiation (GO:2000727)	2/7	1.055790e-03	1.295982e-01	0	0	5.591831e+01	3.832343e+02	EFNB2;MEF2C
GO_Biological_Process_2021	box C/D snoRNP assembly (GO:0000492)	2/8	1.401077e-03	1.340173e-01	0	0	4.659624e+01	3.061613e+02	PIH1D1;PIH1D2
GO_Biological_Process_2021	renal water homeostasis (GO:0003091)	3/31	1.417368e-03	1.340173e-01	0	0	1.506687e+01	9.882289e+01	PRKAR2B;RAB11A;AQP1
GO_Biological_Process_2021	neurotransmitter receptor transport to postsynaptic membrane (GO:0098969)	2/9	1.792888e-03	1.340173e-01	0	0	3.993763e+01	2.525627e+02	RAB11A;RAB8A
GO_Biological_Process_2021	negative regulation of blood vessel endothelial cell migration (GO:0043537)	3/34	1.857383e-03	1.340173e-01	0	0	1.360673e+01	8.556708e+01	MEF2C;PPARG;KLF4
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	12/625	1.906175e-03	1.340173e-01	0	0	2.853774e+00	1.787221e+01	EFNB2;TIAM1;DDX3X;CAPNS1;CLEC11A;APOA2;TBC1D8;RAC1;PRLR;PGF;IGF1R;CIAO1
GO_Biological_Process_2021	regulation of postsynaptic membrane potential (GO:0060078)	3/35	2.020878e-03	1.340173e-01	0	0	1.318085e+01	8.177694e+01	GABRA2;MEF2C;GABRG1
GO_Biological_Process_2021	regulation of DNA methylation (GO:0044030)	2/10	2.230545e-03	1.340173e-01	0	0	3.494366e+01	2.133488e+02	DNMT3L;KMT2A
GO_Biological_Process_2021	genetic imprinting (GO:0071514)	2/10	2.230545e-03	1.340173e-01	0	0	3.494366e+01	2.133488e+02	DNMT3L;CTCF
GO_Biological_Process_2021	small nucleolar ribonucleoprotein complex assembly (GO:0000491)	2/10	2.230545e-03	1.340173e-01	0	0	3.494366e+01	2.133488e+02	PIH1D1;PIH1D2
GO_Biological_Process_2021	negative regulation of endothelial cell migration (GO:0010596)	3/38	2.564088e-03	1.340173e-01	0	0	1.204924e+01	7.188760e+01	MEF2C;KRIT1;PPARG
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	9/404	2.656690e-03	1.340173e-01	0	0	3.284557e+00	1.947964e+01	EFNB2;NGFR;TIAM1;ARPC2;PRKD1;RAC1;PRLR;PGF;IGF1R
GO_Biological_Process_2021	negative regulation of cellular process (GO:0048523)	11/566	2.672530e-03	1.340173e-01	0	0	2.876258e+00	1.704105e+01	COL18A1;TFAP4;DDX3X;PRKRA;SUSD2;CCN4;PRKD1;WNT9A;CTCF;EEF1E1;KLF4
GO_Biological_Process_2021	regulation of cardiac muscle cell differentiation (GO:2000725)	2/11	2.713377e-03	1.340173e-01	0	0	3.105947e+01	1.835478e+02	EFNB2;MEF2C
GO_Biological_Process_2021	regulation of histone H3-K9 acetylation (GO:2000615)	2/11	2.713377e-03	1.340173e-01	0	0	3.105947e+01	1.835478e+02	KMT2A;PIH1D1
GO_Biological_Process_2021	organophosphate catabolic process (GO:0046434)	2/11	2.713377e-03	1.340173e-01	0	0	3.105947e+01	1.835478e+02	PON1;APOA2
GO_Biological_Process_2021	induction of positive chemotaxis (GO:0050930)	2/11	2.713377e-03	1.340173e-01	0	0	3.105947e+01	1.835478e+02	IL16;PGF
GO_Biological_Process_2021	synaptic transmission, GABAergic (GO:0051932)	2/11	2.713377e-03	1.340173e-01	0	0	3.105947e+01	1.835478e+02	GABRA2;GABRG1
GO_Biological_Process_2021	negative regulation of apoptotic process (GO:0043066)	10/485	2.729477e-03	1.340173e-01	0	0	3.044933e+00	1.797621e+01	NGFR;MEF2C;DDX3X;BRAF;ALOX12;KLF4;PRLR;PHB2;AQP1;IGF1R
GO_Biological_Process_2021	ephrin receptor signaling pathway (GO:0048013)	4/82	2.918922e-03	1.361327e-01	0	0	7.244689e+00	4.228392e+01	EFNB2;TIAM1;ARPC2;RAC1
GO_Biological_Process_2021	stem cell differentiation (GO:0048863)	3/40	2.971673e-03	1.361327e-01	0	0	1.139678e+01	6.631365e+01	DNMT3L;MEF2C;MEOX1
GO_Biological_Process_2021	regulation of osteoblast differentiation (GO:0045667)	4/83	3.049815e-03	1.361327e-01	0	0	7.152622e+00	4.143281e+01	MEF2C;CCN4;PPARG;PRKD1
GO_Biological_Process_2021	cellular response to fluid shear stress (GO:0071498)	2/12	3.240720e-03	1.363880e-01	0	0	2.795211e+01	1.602204e+02	MEF2C;KLF4
GO_Biological_Process_2021	positive regulation of cardiocyte differentiation (GO:1905209)	2/12	3.240720e-03	1.363880e-01	0	0	2.795211e+01	1.602204e+02	EFNB2;MEF2C
GO_Biological_Process_2021	regulation of angiogenesis (GO:0045765)	6/203	3.553454e-03	1.374871e-01	0	0	4.338777e+00	2.446999e+01	KRIT1;PPARG;PRKD1;KLF4;PGF;AQP1
GO_Biological_Process_2021	post-translational protein modification (GO:0043687)	8/345	3.576353e-03	1.374871e-01	0	0	3.407052e+00	1.919333e+01	RCN1;PSMD4;APOA2;FBXO11;FBXO7;RAB11A;RAB8A;DDB2
GO_Biological_Process_2021	heart looping (GO:0001947)	3/43	3.654027e-03	1.374871e-01	0	0	1.054043e+01	5.915208e+01	MEF2C;TBX21;FOLR1
GO_Biological_Process_2021	positive regulation of transporter activity (GO:0032411)	2/13	3.811916e-03	1.374871e-01	0	0	2.540973e+01	1.415226e+02	KMT2A;PON1
GO_Biological_Process_2021	negative regulation of cell migration (GO:0030336)	5/144	3.900143e-03	1.374871e-01	0	0	5.102479e+00	2.830214e+01	NGFR;DUSP3;MARVELD3;NKX2-1;RAC1
GO_Biological_Process_2021	positive regulation of osteoblast differentiation (GO:0045669)	3/44	3.900927e-03	1.374871e-01	0	0	1.028282e+01	5.703410e+01	MEF2C;CCN4;PRKD1
GO_Biological_Process_2021	regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	4/89	3.920203e-03	1.374871e-01	0	0	6.645714e+00	3.682797e+01	NGFR;DDX3X;KLF4;AQP1
GO_Biological_Process_2021	positive regulation of autophagy (GO:0010508)	4/90	4.079964e-03	1.397625e-01	0	0	6.568106e+00	3.613553e+01	PRKD1;PHB2;FBXO7;PAFAH1B2
GO_Biological_Process_2021	determination of heart left/right asymmetry (GO:0061371)	3/47	4.701670e-03	1.528095e-01	0	0	9.580271e+00	5.134870e+01	MEF2C;TBX21;FOLR1
GO_Biological_Process_2021	embryonic heart tube morphogenesis (GO:0003143)	3/47	4.701670e-03	1.528095e-01	0	0	9.580271e+00	5.134870e+01	MEF2C;TBX21;FOLR1
GO_Biological_Process_2021	lipoxygenase pathway (GO:0019372)	2/15	5.083278e-03	1.528095e-01	0	0	2.149837e+01	1.135501e+02	PON1;ALOX12
GO_Biological_Process_2021	synaptonemal complex assembly (GO:0007130)	2/15	5.083278e-03	1.528095e-01	0	0	2.149837e+01	1.135501e+02	SYCE2;REC8
GO_Biological_Process_2021	synaptonemal complex organization (GO:0070193)	2/15	5.083278e-03	1.528095e-01	0	0	2.149837e+01	1.135501e+02	SYCE2;REC8
GO_Biological_Process_2021	positive regulation of secretion (GO:0051047)	2/15	5.083278e-03	1.528095e-01	0	0	2.149837e+01	1.135501e+02	TRH;AQP1
GO_Biological_Process_2021	response to glucose (GO:0009749)	3/49	5.286651e-03	1.557447e-01	0	0	9.162812e+00	4.803669e+01	EIF2B2;APOA2;IGF1R
GO_Biological_Process_2021	negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706)	2/17	6.522345e-03	1.792935e-01	0	0	1.863005e+01	9.375611e+01	MEF2C;PPARG
GO_Biological_Process_2021	positive regulation of positive chemotaxis (GO:0050927)	2/17	6.522345e-03	1.792935e-01	0	0	1.863005e+01	9.375611e+01	IL16;PGF
GO_Biological_Process_2021	positive regulation of NIK/NF-kappaB signaling (GO:1901224)	3/53	6.583050e-03	1.792935e-01	0	0	8.428085e+00	4.233644e+01	NFAT5;DDX3X;PHB2
GO_Biological_Process_2021	chemical synaptic transmission (GO:0007268)	7/306	6.786310e-03	1.792935e-01	0	0	3.342016e+00	1.668618e+01	GABRA2;NQO1;TH;PRKAR2B;CACNA1E;RAPSN;GABRG1
GO_Biological_Process_2021	regulation of megakaryocyte differentiation (GO:0045652)	3/54	6.934030e-03	1.792935e-01	0	0	8.262411e+00	4.107504e+01	MOV10;MEF2C;KMT2A
GO_Biological_Process_2021	small GTPase mediated signal transduction (GO:0007264)	4/106	7.263116e-03	1.792935e-01	0	0	5.533333e+00	2.725137e+01	TIAM1;KRIT1;PRKD1;RAC1
GO_Biological_Process_2021	positive regulation of apoptotic process (GO:0043065)	7/310	7.265803e-03	1.792935e-01	0	0	3.297222e+00	1.623742e+01	TFPT;NGFR;TIAM1;TFAP4;DDX3X;FAP;EEF1E1
GO_Biological_Process_2021	regulation of blood vessel endothelial cell migration (GO:0043535)	3/55	7.295933e-03	1.792935e-01	0	0	8.103110e+00	3.987085e+01	MEF2C;PPARG;PRKD1
GO_Biological_Process_2021	regulation of vascular endothelial cell proliferation (GO:1905562)	2/18	7.303199e-03	1.792935e-01	0	0	1.746479e+01	8.591703e+01	MEF2C;PPARG
GO_Biological_Process_2021	release of cytochrome c from mitochondria (GO:0001836)	2/18	7.303199e-03	1.792935e-01	0	0	1.746479e+01	8.591703e+01	BBC3;TIMM50
GO_Biological_Process_2021	Rac protein signal transduction (GO:0016601)	2/19	8.124111e-03	1.899495e-01	0	0	1.643662e+01	7.910812e+01	TIAM1;RAC1
GO_Biological_Process_2021	regulation of histone H3-K4 methylation (GO:0051569)	2/19	8.124111e-03	1.899495e-01	0	0	1.643662e+01	7.910812e+01	KMT2A;PIH1D1
GO_Biological_Process_2021	synaptic transmission, cholinergic (GO:0007271)	2/19	8.124111e-03	1.899495e-01	0	0	1.643662e+01	7.910812e+01	NQO1;RAPSN
GO_Biological_Process_2021	positive regulation of mitotic cell cycle phase transition (GO:1901992)	3/58	8.447953e-03	1.944349e-01	0	0	7.659961e+00	3.656736e+01	DDX3X;PHB2;RAB11A
GO_Biological_Process_2021	positive regulation of angiogenesis (GO:0045766)	4/116	9.909528e-03	2.245004e-01	0	0	5.036735e+00	2.324080e+01	PRKD1;KLF4;PGF;AQP1
GO_Biological_Process_2021	negative regulation of cytokine production (GO:0001818)	5/182	1.028779e-02	2.245004e-01	0	0	3.999309e+00	1.830403e+01	TBX21;APOA2;HOMER3;RAC1;KLF4
GO_Biological_Process_2021	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	4/119	1.081047e-02	2.245004e-01	0	0	4.904596e+00	2.220428e+01	NGFR;DDX3X;PPARG;BBC3
GO_Biological_Process_2021	negative regulation of interleukin-2 production (GO:0032703)	2/22	1.082113e-02	2.245004e-01	0	0	1.396901e+01	6.322731e+01	TBX21;HOMER3
GO_Biological_Process_2021	cellular response to osmotic stress (GO:0071470)	2/22	1.082113e-02	2.245004e-01	0	0	1.396901e+01	6.322731e+01	DDX3X;AQP1
GO_Biological_Process_2021	glutathione derivative biosynthetic process (GO:1901687)	2/22	1.082113e-02	2.245004e-01	0	0	1.396901e+01	6.322731e+01	GSTT1;GSTM5
GO_Biological_Process_2021	glutathione derivative metabolic process (GO:1901685)	2/22	1.082113e-02	2.245004e-01	0	0	1.396901e+01	6.322731e+01	GSTT1;GSTM5
GO_Biological_Process_2021	positive regulation of cell differentiation (GO:0045597)	6/258	1.106131e-02	2.262961e-01	0	0	3.382333e+00	1.523505e+01	TIAM1;MEF2C;MMD;CCN4;PPARG;PRKD1
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	16/1183	1.121985e-02	2.263951e-01	0	0	2.001821e+00	8.988317e+00	NFAT5;MEF2C;DDX3X;HLF;KMT2A;ETV1;CTCF;KLF4;MED6;TFAP4;KLF5;TBX21;HNRNPD;NKX2-1;PPARG;PRKD1
GO_Biological_Process_2021	epithelium development (GO:0060429)	4/122	1.176274e-02	2.287896e-01	0	0	4.779177e+00	2.123302e+01	PIH1D1;RIPK4;PPARG;MEOX1
GO_Biological_Process_2021	positive regulation of cholesterol efflux (GO:0010875)	2/23	1.179625e-02	2.287896e-01	0	0	1.330315e+01	5.906564e+01	PON1;PPARG
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	9/511	1.180449e-02	2.287896e-01	0	0	2.570252e+00	1.141006e+01	MEF2C;TFAP4;KMT2A;TBX21;HNRNPD;NKX2-1;PPARG;CTCF;KLF4
GO_Biological_Process_2021	non-canonical Wnt signaling pathway (GO:0035567)	4/124	1.242659e-02	2.358355e-01	0	0	4.699048e+00	2.061903e+01	TIAM1;MOV10;PSMD4;RAC1
GO_Biological_Process_2021	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	3/67	1.251617e-02	2.358355e-01	0	0	6.579787e+00	2.882430e+01	RAC1;PRKD1;PGF
GO_Biological_Process_2021	positive regulation of cell-substrate junction organization (GO:0150117)	2/24	1.280844e-02	2.358355e-01	0	0	1.269782e+01	5.533268e+01	DUSP3;RAC1
GO_Biological_Process_2021	positive regulation of lamellipodium assembly (GO:0010592)	2/24	1.280844e-02	2.358355e-01	0	0	1.269782e+01	5.533268e+01	ARPC2;RAC1
GO_Biological_Process_2021	regulation of myeloid cell differentiation (GO:0045637)	3/68	1.302606e-02	2.368813e-01	0	0	6.478232e+00	2.812073e+01	MOV10;MEF2C;KMT2A
GO_Biological_Process_2021	negative regulation of endocytosis (GO:0045806)	2/25	1.385714e-02	2.419614e-01	0	0	1.214513e+01	5.196847e+01	RAC1;PRKD1
GO_Biological_Process_2021	response to hexose (GO:0009746)	2/25	1.385714e-02	2.419614e-01	0	0	1.214513e+01	5.196847e+01	EIF2B2;APOA2
GO_Biological_Process_2021	positive regulation of lipid metabolic process (GO:0045834)	2/25	1.385714e-02	2.419614e-01	0	0	1.214513e+01	5.196847e+01	APOA2;PPARG
GO_Biological_Process_2021	carbohydrate homeostasis (GO:0033500)	3/70	1.408108e-02	2.419614e-01	0	0	6.284217e+00	2.678914e+01	NGFR;PPARG;IGF1R
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase II (GO:0045944)	13/908	1.412673e-02	2.419614e-01	0	0	2.102375e+00	8.955459e+00	NGFR;NFAT5;MEF2C;DDX3X;HLF;KMT2A;ETV1;KLF4;MED6;KLF5;NKX2-1;PPARG;PRKD1
GO_Biological_Process_2021	cellular protein modification process (GO:0006464)	14/1025	1.604559e-02	2.604437e-01	0	0	2.007380e+00	8.295140e+00	APOA2;BRAF;PPM1J;FBXO11;RAB11A;TIMM50;GNMT;DDB2;RCN1;PSMD4;ADPRH;PRKD1;FBXO7;RAB8A
GO_Biological_Process_2021	positive regulation of striated muscle cell differentiation (GO:0051155)	2/27	1.606176e-02	2.604437e-01	0	0	1.117239e+01	4.615667e+01	EFNB2;MEF2C
GO_Biological_Process_2021	positive regulation of programmed cell death (GO:0043068)	6/286	1.756462e-02	2.604437e-01	0	0	3.039752e+00	1.228628e+01	TFPT;NGFR;TIAM1;TFAP4;DDX3X;EEF1E1
GO_Biological_Process_2021	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	9/547	1.765114e-02	2.604437e-01	0	0	2.393804e+00	9.663679e+00	DNMT3L;TFAP4;DDX3X;TBX21;NKX2-1;PPARG;CTCF;KLF4;PHB2
GO_Biological_Process_2021	homologous chromosome pairing at meiosis (GO:0007129)	2/29	1.840561e-02	2.604437e-01	0	0	1.034377e+01	4.132438e+01	SYCE2;REC8
GO_Biological_Process_2021	protein modification process (GO:0036211)	3/78	1.877538e-02	2.604437e-01	0	0	5.611631e+00	2.230741e+01	ADPRH;FBXO11;GNMT
GO_Biological_Process_2021	negative regulation of blood vessel morphogenesis (GO:2000181)	3/78	1.877538e-02	2.604437e-01	0	0	5.611631e+00	2.230741e+01	KRIT1;PPARG;KLF4
GO_Biological_Process_2021	negative regulation of nucleic acid-templated transcription (GO:1903507)	8/464	1.928477e-02	2.604437e-01	0	0	2.502580e+00	9.881286e+00	DNMT3L;TFAP4;TBX21;NKX2-1;PPARG;CTCF;KLF4;PHB2
GO_Biological_Process_2021	regulation of neuron differentiation (GO:0045664)	3/79	1.941588e-02	2.604437e-01	0	0	5.537514e+00	2.182702e+01	TIAM1;MEF2C;MMD
GO_Biological_Process_2021	negative regulation of multicellular organismal process (GO:0051241)	5/214	1.946297e-02	2.604437e-01	0	0	3.381467e+00	1.332042e+01	MEF2C;PON1;MARVELD3;NKX2-1;APOA2
GO_Biological_Process_2021	Ras protein signal transduction (GO:0007265)	4/142	1.949118e-02	2.604437e-01	0	0	4.082402e+00	1.607565e+01	TIAM1;NGFR;PRKD1;RAC1
GO_Biological_Process_2021	regulation of NIK/NF-kappaB signaling (GO:1901222)	3/80	2.006837e-02	2.604437e-01	0	0	5.465322e+00	2.136181e+01	NFAT5;DDX3X;PHB2
GO_Biological_Process_2021	negative regulation of programmed cell death (GO:0043069)	7/381	2.056013e-02	2.604437e-01	0	0	2.661579e+00	1.033864e+01	NGFR;DDX3X;BRAF;PRLR;PHB2;AQP1;IGF1R
GO_Biological_Process_2021	activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	3/81	2.073285e-02	2.604437e-01	0	0	5.394981e+00	2.091114e+01	NGFR;PPARG;BBC3
GO_Biological_Process_2021	positive regulation of macromolecule metabolic process (GO:0010604)	7/384	2.135263e-02	2.604437e-01	0	0	2.639993e+00	1.015495e+01	MOV10;MEF2C;DDX3X;NKX2-1;BRAF;CTCF;KLF4
GO_Biological_Process_2021	regulation of chemotaxis (GO:0050920)	2/32	2.217288e-02	2.604437e-01	0	0	9.307981e+00	3.545303e+01	EFNB2;DUSP3
GO_Biological_Process_2021	gene silencing by miRNA (GO:0035195)	2/32	2.217288e-02	2.604437e-01	0	0	9.307981e+00	3.545303e+01	MOV10;PRKRA
GO_Biological_Process_2021	positive regulation of lamellipodium organization (GO:1902745)	2/32	2.217288e-02	2.604437e-01	0	0	9.307981e+00	3.545303e+01	ARPC2;RAC1
GO_Biological_Process_2021	modulation by host of symbiont process (GO:0051851)	2/32	2.217288e-02	2.604437e-01	0	0	9.307981e+00	3.545303e+01	TFAP4;AQP1
GO_Biological_Process_2021	brain development (GO:0007420)	4/150	2.328795e-02	2.604437e-01	0	0	3.857143e+00	1.450216e+01	UGP2;NKX2-1;PAFAH1B3;PAFAH1B2
GO_Biological_Process_2021	apoptotic mitochondrial changes (GO:0008637)	2/33	2.349356e-02	2.604437e-01	0	0	9.007269e+00	3.378653e+01	BBC3;TIMM50
GO_Biological_Process_2021	negative regulation of JNK cascade (GO:0046329)	2/33	2.349356e-02	2.604437e-01	0	0	9.007269e+00	3.378653e+01	DUSP3;MARVELD3
GO_Biological_Process_2021	regulation of cholesterol efflux (GO:0010874)	2/33	2.349356e-02	2.604437e-01	0	0	9.007269e+00	3.378653e+01	PON1;PPARG
GO_Biological_Process_2021	negative regulation of smooth muscle cell proliferation (GO:0048662)	2/33	2.349356e-02	2.604437e-01	0	0	9.007269e+00	3.378653e+01	MEF2C;PPARG
GO_Biological_Process_2021	positive regulation of cholesterol transport (GO:0032376)	2/33	2.349356e-02	2.604437e-01	0	0	9.007269e+00	3.378653e+01	PON1;PPARG
GO_Biological_Process_2021	Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	3/85	2.351079e-02	2.604437e-01	0	0	5.130773e+00	1.924192e+01	TIAM1;PSMD4;RAC1
GO_Biological_Process_2021	positive regulation of gene expression (GO:0010628)	8/482	2.356483e-02	2.604437e-01	0	0	2.405311e+00	9.015107e+00	MOV10;MEF2C;DDX3X;HNRNPD;NKX2-1;BRAF;CTCF;KLF4
GO_Biological_Process_2021	glucose homeostasis (GO:0042593)	3/86	2.423529e-02	2.604437e-01	0	0	5.068700e+00	1.885529e+01	NGFR;PPARG;IGF1R
GO_Biological_Process_2021	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	2/34	2.484582e-02	2.604437e-01	0	0	8.725352e+00	3.224075e+01	PRKD1;PGF
GO_Biological_Process_2021	regulation of lamellipodium assembly (GO:0010591)	2/34	2.484582e-02	2.604437e-01	0	0	8.725352e+00	3.224075e+01	ARPC2;RAC1
GO_Biological_Process_2021	regulation of myoblast differentiation (GO:0045661)	2/34	2.484582e-02	2.604437e-01	0	0	8.725352e+00	3.224075e+01	MEF2C;SRA1
GO_Biological_Process_2021	negative regulation of angiogenesis (GO:0016525)	3/87	2.497178e-02	2.604437e-01	0	0	5.008105e+00	1.847995e+01	KRIT1;PPARG;KLF4
GO_Biological_Process_2021	regulation of establishment of planar polarity (GO:0090175)	3/88	2.572027e-02	2.604437e-01	0	0	4.948936e+00	1.811546e+01	TIAM1;PSMD4;RAC1
GO_Biological_Process_2021	negative regulation of cell cycle G1/S phase transition (GO:1902807)	2/35	2.622915e-02	2.604437e-01	0	0	8.460521e+00	3.080377e+01	SUSD2;KLF4
GO_Biological_Process_2021	negative regulation of epithelial cell migration (GO:0010633)	2/35	2.622915e-02	2.604437e-01	0	0	8.460521e+00	3.080377e+01	MARVELD3;KRIT1
GO_Biological_Process_2021	cellular response to amyloid-beta (GO:1904646)	2/35	2.622915e-02	2.604437e-01	0	0	8.460521e+00	3.080377e+01	NGFR;IGF1R
GO_Biological_Process_2021	positive regulation of cell cycle G1/S phase transition (GO:1902808)	2/35	2.622915e-02	2.604437e-01	0	0	8.460521e+00	3.080377e+01	DDX3X;PHB2
GO_Biological_Process_2021	regulation of endothelial cell migration (GO:0010594)	3/89	2.648074e-02	2.604437e-01	0	0	4.891143e+00	1.776139e+01	KRIT1;RAC1;PRKD1
GO_Biological_Process_2021	positive regulation of binding (GO:0051099)	3/90	2.725318e-02	2.604437e-01	0	0	4.834678e+00	1.741734e+01	TIAM1;PON1;PPARG
GO_Biological_Process_2021	cellular response to growth factor stimulus (GO:0071363)	4/158	2.750506e-02	2.604437e-01	0	0	3.655288e+00	1.313486e+01	MEF2C;DUSP3;PRKD1;KLF4
GO_Biological_Process_2021	organonitrogen compound biosynthetic process (GO:1901566)	4/158	2.750506e-02	2.604437e-01	0	0	3.655288e+00	1.313486e+01	APOA2;GSTT1;PRKD1;GSTM5
GO_Biological_Process_2021	negative regulation of DNA metabolic process (GO:0051053)	2/36	2.764305e-02	2.604437e-01	0	0	8.211268e+00	2.946516e+01	DNMT3L;KMT2A
GO_Biological_Process_2021	regulation of cell cycle G1/S phase transition (GO:1902806)	2/36	2.764305e-02	2.604437e-01	0	0	8.211268e+00	2.946516e+01	SUSD2;PHB2
GO_Biological_Process_2021	positive regulation of transport (GO:0051050)	3/91	2.803758e-02	2.604437e-01	0	0	4.779497e+00	1.708292e+01	KMT2A;PON1;APOA2
GO_Biological_Process_2021	regulation of endothelial cell proliferation (GO:0001936)	3/92	2.883393e-02	2.604437e-01	0	0	4.725556e+00	1.675778e+01	KRIT1;PRKD1;PGF
GO_Biological_Process_2021	negative regulation of stress-activated MAPK cascade (GO:0032873)	2/37	2.908699e-02	2.604437e-01	0	0	7.976258e+00	2.821573e+01	DUSP3;MARVELD3
GO_Biological_Process_2021	regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	2/37	2.908699e-02	2.604437e-01	0	0	7.976258e+00	2.821573e+01	MEF2C;PPARG
GO_Biological_Process_2021	positive regulation of epithelial cell migration (GO:0010634)	3/94	3.046240e-02	2.604437e-01	0	0	4.621230e+00	1.613392e+01	RAC1;PRKD1;RAB11A
GO_Biological_Process_2021	anterograde trans-synaptic signaling (GO:0098916)	5/244	3.187775e-02	2.604437e-01	0	0	2.952500e+00	1.017386e+01	GABRA2;PRKAR2B;CACNA1E;RAPSN;GABRG1
GO_Biological_Process_2021	regulation of ion transmembrane transporter activity (GO:0032412)	2/39	3.206304e-02	2.604437e-01	0	0	7.544347e+00	2.595294e+01	FXYD4;PHB2
GO_Biological_Process_2021	odontogenesis (GO:0042476)	2/39	3.206304e-02	2.604437e-01	0	0	7.544347e+00	2.595294e+01	TUFT1;AQP1
GO_Biological_Process_2021	membrane protein proteolysis (GO:0033619)	2/39	3.206304e-02	2.604437e-01	0	0	7.544347e+00	2.595294e+01	NGFR;CLPP
GO_Biological_Process_2021	autophagy of mitochondrion (GO:0000422)	2/40	3.359417e-02	2.604437e-01	0	0	7.345441e+00	2.492604e+01	PHB2;FBXO7
GO_Biological_Process_2021	carboxylic acid metabolic process (GO:0019752)	2/40	3.359417e-02	2.604437e-01	0	0	7.345441e+00	2.492604e+01	PON1;GNMT
GO_Biological_Process_2021	regulation of nitric oxide biosynthetic process (GO:0045428)	2/40	3.359417e-02	2.604437e-01	0	0	7.345441e+00	2.492604e+01	RAC1;KLF4
GO_Biological_Process_2021	positive regulation of defense response (GO:0031349)	3/98	3.386191e-02	2.604437e-01	0	0	4.425756e+00	1.498324e+01	MEF2C;CCN4;IL16
