Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	adherens junction organization (GO:0034332)	2/49	2.613001e-03	7.403503e-02	0	0	2.923258e+01	1.738536e+02	RAMP2;NECTIN4
GO_Biological_Process_2021	receptor internalization (GO:0031623)	2/49	2.613001e-03	7.403503e-02	0	0	2.923258e+01	1.738536e+02	RAMP2;CD36
GO_Biological_Process_2021	regulation of intrinsic apoptotic signaling pathway (GO:2001242)	2/52	2.937792e-03	7.885651e-02	0	0	2.747448e+01	1.601789e+02	BAX;BID
GO_Biological_Process_2021	protein localization to membrane (GO:0072657)	3/195	3.355402e-03	7.999733e-02	0	0	1.103627e+01	6.287567e+01	RAMP2;RAB34;BID
GO_Biological_Process_2021	receptor metabolic process (GO:0043112)	2/58	3.641175e-03	7.999733e-02	0	0	2.452340e+01	1.377099e+02	RAMP2;CD36
GO_Biological_Process_2021	positive regulation of mitochondrion organization (GO:0010822)	2/58	3.641175e-03	7.999733e-02	0	0	2.452340e+01	1.377099e+02	BAX;BID
GO_Biological_Process_2021	positive regulation of apoptotic signaling pathway (GO:2001235)	2/59	3.765310e-03	7.999733e-02	0	0	2.409195e+01	1.344795e+02	BAX;BID
GO_Biological_Process_2021	apical junction assembly (GO:0043297)	2/60	3.891402e-03	7.999733e-02	0	0	2.367539e+01	1.313744e+02	RAMP2;WDR1
GO_Biological_Process_2021	cell-cell junction assembly (GO:0007043)	2/66	4.688706e-03	7.999733e-02	0	0	2.144935e+01	1.150243e+02	RAMP2;WDR1
GO_Biological_Process_2021	apoptotic process (GO:0006915)	3/231	5.385343e-03	7.999733e-02	0	0	9.276786e+00	4.846262e+01	BAX;BID;IER3
GO_Biological_Process_2021	extrinsic apoptotic signaling pathway (GO:0097191)	2/72	5.554958e-03	7.999733e-02	0	0	1.960493e+01	1.018096e+02	BAX;BID
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	4/482	6.259842e-03	7.999733e-02	0	0	6.040911e+00	3.064917e+01	KIT;TCF7;CD36;IL27RA
GO_Biological_Process_2021	activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	2/81	6.980855e-03	7.999733e-02	0	0	1.736360e+01	8.620303e+01	BAX;BID
GO_Biological_Process_2021	lymphocyte differentiation (GO:0030098)	2/84	7.489271e-03	7.999733e-02	0	0	1.672582e+01	8.186091e+01	KIT;RELB
GO_Biological_Process_2021	positive regulation of leukocyte mediated immunity (GO:0002705)	1/5	7.726694e-03	7.999733e-02	0	0	1.663750e+02	8.090940e+02	KIT
GO_Biological_Process_2021	immature B cell differentiation (GO:0002327)	1/5	7.726694e-03	7.999733e-02	0	0	1.663750e+02	8.090940e+02	KIT
GO_Biological_Process_2021	regulation of dendritic cell cytokine production (GO:0002730)	1/5	7.726694e-03	7.999733e-02	0	0	1.663750e+02	8.090940e+02	KIT
GO_Biological_Process_2021	cellular response to erythropoietin (GO:0036018)	1/5	7.726694e-03	7.999733e-02	0	0	1.663750e+02	8.090940e+02	KIT
GO_Biological_Process_2021	L-methionine salvage from methylthioadenosine (GO:0019509)	1/5	7.726694e-03	7.999733e-02	0	0	1.663750e+02	8.090940e+02	MRI1
GO_Biological_Process_2021	lipid transport across blood-brain barrier (GO:1990379)	1/5	7.726694e-03	7.999733e-02	0	0	1.663750e+02	8.090940e+02	CD36
GO_Biological_Process_2021	positive regulation of smooth muscle cell differentiation (GO:0051152)	1/5	7.726694e-03	7.999733e-02	0	0	1.663750e+02	8.090940e+02	KIT
GO_Biological_Process_2021	sensory perception of sound (GO:0007605)	2/91	8.738708e-03	7.999733e-02	0	0	1.540488e+01	7.301903e+01	WDR1;KIT
GO_Biological_Process_2021	positive regulation of transport (GO:0051050)	2/91	8.738708e-03	7.999733e-02	0	0	1.540488e+01	7.301903e+01	BAX;BID
GO_Biological_Process_2021	positive regulation of cellular component biogenesis (GO:0044089)	2/92	8.924332e-03	7.999733e-02	0	0	1.523295e+01	7.188389e+01	BAX;BID
GO_Biological_Process_2021	activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c (GO:0008635)	1/6	9.265092e-03	7.999733e-02	0	0	1.330933e+02	6.230766e+02	BAX
GO_Biological_Process_2021	amylin receptor signaling pathway (GO:0097647)	1/6	9.265092e-03	7.999733e-02	0	0	1.330933e+02	6.230766e+02	RAMP2
GO_Biological_Process_2021	cellular response to bacterial lipopeptide (GO:0071221)	1/6	9.265092e-03	7.999733e-02	0	0	1.330933e+02	6.230766e+02	CD36
GO_Biological_Process_2021	sterol import (GO:0035376)	1/6	9.265092e-03	7.999733e-02	0	0	1.330933e+02	6.230766e+02	CD36
GO_Biological_Process_2021	lymphocyte apoptotic process (GO:0070227)	1/6	9.265092e-03	7.999733e-02	0	0	1.330933e+02	6.230766e+02	BAX
GO_Biological_Process_2021	cholesterol import (GO:0070508)	1/6	9.265092e-03	7.999733e-02	0	0	1.330933e+02	6.230766e+02	CD36
GO_Biological_Process_2021	megakaryocyte development (GO:0035855)	1/6	9.265092e-03	7.999733e-02	0	0	1.330933e+02	6.230766e+02	KIT
GO_Biological_Process_2021	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:0001844)	1/6	9.265092e-03	7.999733e-02	0	0	1.330933e+02	6.230766e+02	BAX
GO_Biological_Process_2021	regulation of protein depolymerization (GO:1901879)	1/6	9.265092e-03	7.999733e-02	0	0	1.330933e+02	6.230766e+02	WDR1
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	4/546	9.635263e-03	7.999733e-02	0	0	5.310100e+00	2.465121e+01	P2RX5;KIT;BAX;BID
GO_Biological_Process_2021	gamma-delta T cell activation (GO:0046629)	1/7	1.080118e-02	7.999733e-02	0	0	1.109056e+02	5.021914e+02	TCF7
GO_Biological_Process_2021	regulation of vascular associated smooth muscle cell differentiation (GO:1905063)	1/7	1.080118e-02	7.999733e-02	0	0	1.109056e+02	5.021914e+02	KIT
GO_Biological_Process_2021	calcitonin family receptor signaling pathway (GO:0097646)	1/7	1.080118e-02	7.999733e-02	0	0	1.109056e+02	5.021914e+02	RAMP2
GO_Biological_Process_2021	positive regulation of IRE1-mediated unfolded protein response (GO:1903896)	1/7	1.080118e-02	7.999733e-02	0	0	1.109056e+02	5.021914e+02	BAX
GO_Biological_Process_2021	L-methionine salvage (GO:0071267)	1/7	1.080118e-02	7.999733e-02	0	0	1.109056e+02	5.021914e+02	MRI1
GO_Biological_Process_2021	macropinocytosis (GO:0044351)	1/7	1.080118e-02	7.999733e-02	0	0	1.109056e+02	5.021914e+02	RAB34
GO_Biological_Process_2021	positive regulation of vascular associated smooth muscle cell differentiation (GO:1905065)	1/7	1.080118e-02	7.999733e-02	0	0	1.109056e+02	5.021914e+02	KIT
GO_Biological_Process_2021	vascular associated smooth muscle cell development (GO:0097084)	1/7	1.080118e-02	7.999733e-02	0	0	1.109056e+02	5.021914e+02	RAMP2
GO_Biological_Process_2021	positive regulation of vasculature development (GO:1904018)	2/102	1.087681e-02	7.999733e-02	0	0	1.370276e+01	6.195184e+01	RAMP2;SP1
GO_Biological_Process_2021	positive regulation of protein serine/threonine kinase activity (GO:0071902)	2/106	1.170604e-02	7.999733e-02	0	0	1.317308e+01	5.858925e+01	CCND2;KIT
GO_Biological_Process_2021	regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	2/106	1.170604e-02	7.999733e-02	0	0	1.317308e+01	5.858925e+01	KIT;IER3
GO_Biological_Process_2021	DNA replication (GO:0006260)	2/108	1.213081e-02	7.999733e-02	0	0	1.292323e+01	5.701737e+01	TOP1MT;RPA1
GO_Biological_Process_2021	positive regulation of dendritic cell cytokine production (GO:0002732)	1/8	1.233497e-02	7.999733e-02	0	0	9.505714e+01	4.178063e+02	KIT
GO_Biological_Process_2021	glyoxylate metabolic process (GO:0046487)	1/8	1.233497e-02	7.999733e-02	0	0	9.505714e+01	4.178063e+02	HYI
GO_Biological_Process_2021	response to hydroperoxide (GO:0033194)	1/8	1.233497e-02	7.999733e-02	0	0	9.505714e+01	4.178063e+02	SP1
GO_Biological_Process_2021	negative regulation of mitochondrial membrane potential (GO:0010917)	1/8	1.233497e-02	7.999733e-02	0	0	9.505714e+01	4.178063e+02	BAX
GO_Biological_Process_2021	lipid import into cell (GO:0140354)	1/8	1.233497e-02	7.999733e-02	0	0	9.505714e+01	4.178063e+02	CD36
GO_Biological_Process_2021	mast cell activation involved in immune response (GO:0002279)	1/8	1.233497e-02	7.999733e-02	0	0	9.505714e+01	4.178063e+02	KIT
GO_Biological_Process_2021	mast cell degranulation (GO:0043303)	1/8	1.233497e-02	7.999733e-02	0	0	9.505714e+01	4.178063e+02	KIT
GO_Biological_Process_2021	vascular associated smooth muscle cell differentiation (GO:0035886)	1/8	1.233497e-02	7.999733e-02	0	0	9.505714e+01	4.178063e+02	RAMP2
GO_Biological_Process_2021	regulation of pattern recognition receptor signaling pathway (GO:0062207)	1/8	1.233497e-02	7.999733e-02	0	0	9.505714e+01	4.178063e+02	CD36
GO_Biological_Process_2021	positive regulation of cellular component organization (GO:0051130)	2/114	1.344524e-02	7.999733e-02	0	0	1.222722e+01	5.268867e+01	BAX;BID
GO_Biological_Process_2021	cellular response to lectin (GO:1990858)	2/115	1.367011e-02	7.999733e-02	0	0	1.211840e+01	5.201876e+01	CLEC10A;RELB
GO_Biological_Process_2021	stimulatory C-type lectin receptor signaling pathway (GO:0002223)	2/115	1.367011e-02	7.999733e-02	0	0	1.211840e+01	5.201876e+01	CLEC10A;RELB
GO_Biological_Process_2021	bone cell development (GO:0098751)	1/9	1.386645e-02	7.999733e-02	0	0	8.317083e+01	3.558283e+02	KIT
GO_Biological_Process_2021	negative regulation of membrane potential (GO:0045837)	1/9	1.386645e-02	7.999733e-02	0	0	8.317083e+01	3.558283e+02	BAX
GO_Biological_Process_2021	intestinal cholesterol absorption (GO:0030299)	1/9	1.386645e-02	7.999733e-02	0	0	8.317083e+01	3.558283e+02	CD36
GO_Biological_Process_2021	positive regulation of NLRP3 inflammasome complex assembly (GO:1900227)	1/9	1.386645e-02	7.999733e-02	0	0	8.317083e+01	3.558283e+02	CD36
GO_Biological_Process_2021	maintenance of apical/basal cell polarity (GO:0035090)	1/9	1.386645e-02	7.999733e-02	0	0	8.317083e+01	3.558283e+02	WDR1
GO_Biological_Process_2021	maintenance of epithelial cell apical/basal polarity (GO:0045199)	1/9	1.386645e-02	7.999733e-02	0	0	8.317083e+01	3.558283e+02	WDR1
GO_Biological_Process_2021	mast cell mediated immunity (GO:0002448)	1/9	1.386645e-02	7.999733e-02	0	0	8.317083e+01	3.558283e+02	KIT
GO_Biological_Process_2021	mitochondrial fragmentation involved in apoptotic process (GO:0043653)	1/9	1.386645e-02	7.999733e-02	0	0	8.317083e+01	3.558283e+02	BAX
GO_Biological_Process_2021	detection of mechanical stimulus involved in sensory perception of sound (GO:0050910)	1/9	1.386645e-02	7.999733e-02	0	0	8.317083e+01	3.558283e+02	KIT
GO_Biological_Process_2021	DNA topological change (GO:0006265)	1/9	1.386645e-02	7.999733e-02	0	0	8.317083e+01	3.558283e+02	TOP1MT
GO_Biological_Process_2021	positive regulation of angiogenesis (GO:0045766)	2/116	1.389662e-02	7.999733e-02	0	0	1.201149e+01	5.136246e+01	RAMP2;SP1
GO_Biological_Process_2021	regulation of cellular response to stress (GO:0080135)	2/118	1.435455e-02	7.999733e-02	0	0	1.180321e+01	5.008915e+01	RPA1;IER3
GO_Biological_Process_2021	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	2/119	1.458595e-02	7.999733e-02	0	0	1.170174e+01	4.947140e+01	BAX;BID
GO_Biological_Process_2021	innate immune response activating cell surface receptor signaling pathway (GO:0002220)	2/119	1.458595e-02	7.999733e-02	0	0	1.170174e+01	4.947140e+01	CLEC10A;RELB
GO_Biological_Process_2021	adherens junction assembly (GO:0034333)	1/10	1.539564e-02	7.999733e-02	0	0	7.392593e+01	3.085425e+02	RAMP2
GO_Biological_Process_2021	negative regulation of interferon-beta production (GO:0032688)	1/10	1.539564e-02	7.999733e-02	0	0	7.392593e+01	3.085425e+02	RELB
GO_Biological_Process_2021	response to interleukin-4 (GO:0070670)	1/10	1.539564e-02	7.999733e-02	0	0	7.392593e+01	3.085425e+02	TCF7
GO_Biological_Process_2021	regulation of endoplasmic reticulum unfolded protein response (GO:1900101)	1/10	1.539564e-02	7.999733e-02	0	0	7.392593e+01	3.085425e+02	BAX
GO_Biological_Process_2021	cellular response to interleukin-4 (GO:0071353)	1/10	1.539564e-02	7.999733e-02	0	0	7.392593e+01	3.085425e+02	TCF7
GO_Biological_Process_2021	cellular response to oxidised low-density lipoprotein particle stimulus (GO:0140052)	1/10	1.539564e-02	7.999733e-02	0	0	7.392593e+01	3.085425e+02	CD36
GO_Biological_Process_2021	lipoprotein transport (GO:0042953)	1/10	1.539564e-02	7.999733e-02	0	0	7.392593e+01	3.085425e+02	CD36
GO_Biological_Process_2021	long-chain fatty acid import into cell (GO:0044539)	1/10	1.539564e-02	7.999733e-02	0	0	7.392593e+01	3.085425e+02	CD36
GO_Biological_Process_2021	phagosome-lysosome fusion (GO:0090385)	1/10	1.539564e-02	7.999733e-02	0	0	7.392593e+01	3.085425e+02	RAB34
GO_Biological_Process_2021	pinocytosis (GO:0006907)	1/10	1.539564e-02	7.999733e-02	0	0	7.392593e+01	3.085425e+02	RAB34
GO_Biological_Process_2021	platelet degranulation (GO:0002576)	2/125	1.600822e-02	7.999733e-02	0	0	1.112756e+01	4.600859e+01	WDR1;CD36
GO_Biological_Process_2021	cellular response to DNA damage stimulus (GO:0006974)	3/350	1.662430e-02	7.999733e-02	0	0	6.058666e+00	2.482169e+01	RPA1;BAX;BID
GO_Biological_Process_2021	actin filament depolymerization (GO:0030042)	1/11	1.692253e-02	7.999733e-02	0	0	6.653000e+01	2.713831e+02	WDR1
GO_Biological_Process_2021	interleukin-35-mediated signaling pathway (GO:0070757)	1/11	1.692253e-02	7.999733e-02	0	0	6.653000e+01	2.713831e+02	IL27RA
GO_Biological_Process_2021	intestinal lipid absorption (GO:0098856)	1/11	1.692253e-02	7.999733e-02	0	0	6.653000e+01	2.713831e+02	CD36
GO_Biological_Process_2021	lipoprotein localization (GO:0044872)	1/11	1.692253e-02	7.999733e-02	0	0	6.653000e+01	2.713831e+02	CD36
GO_Biological_Process_2021	urate metabolic process (GO:0046415)	1/11	1.692253e-02	7.999733e-02	0	0	6.653000e+01	2.713831e+02	SLC2A9
GO_Biological_Process_2021	epithelial cell-cell adhesion (GO:0090136)	1/12	1.844714e-02	7.999733e-02	0	0	6.047879e+01	2.414825e+02	KIT
GO_Biological_Process_2021	regulation of actin filament depolymerization (GO:0030834)	1/12	1.844714e-02	7.999733e-02	0	0	6.047879e+01	2.414825e+02	WDR1
GO_Biological_Process_2021	positive regulation of endoplasmic reticulum unfolded protein response (GO:1900103)	1/12	1.844714e-02	7.999733e-02	0	0	6.047879e+01	2.414825e+02	BAX
GO_Biological_Process_2021	sensory perception of taste (GO:0050909)	1/12	1.844714e-02	7.999733e-02	0	0	6.047879e+01	2.414825e+02	CD36
GO_Biological_Process_2021	positive regulation of protein depolymerization (GO:1901881)	1/12	1.844714e-02	7.999733e-02	0	0	6.047879e+01	2.414825e+02	WDR1
GO_Biological_Process_2021	negative regulation of vascular permeability (GO:0043116)	1/12	1.844714e-02	7.999733e-02	0	0	6.047879e+01	2.414825e+02	RAMP2
GO_Biological_Process_2021	megakaryocyte differentiation (GO:0030219)	1/12	1.844714e-02	7.999733e-02	0	0	6.047879e+01	2.414825e+02	KIT
GO_Biological_Process_2021	melanocyte differentiation (GO:0030318)	1/12	1.844714e-02	7.999733e-02	0	0	6.047879e+01	2.414825e+02	KIT
GO_Biological_Process_2021	digestive system development (GO:0055123)	1/12	1.844714e-02	7.999733e-02	0	0	6.047879e+01	2.414825e+02	KIT
GO_Biological_Process_2021	phagolysosome assembly (GO:0001845)	1/12	1.844714e-02	7.999733e-02	0	0	6.047879e+01	2.414825e+02	RAB34
GO_Biological_Process_2021	positive regulation of actin filament depolymerization (GO:0030836)	1/12	1.844714e-02	7.999733e-02	0	0	6.047879e+01	2.414825e+02	WDR1
GO_Biological_Process_2021	protein localization to plasma membrane (GO:0072659)	2/136	1.876353e-02	7.999733e-02	0	0	1.020844e+01	4.058713e+01	RAMP2;RAB34
GO_Biological_Process_2021	organic substance transport (GO:0071702)	2/136	1.876353e-02	7.999733e-02	0	0	1.020844e+01	4.058713e+01	RAMP2;LMAN2L
GO_Biological_Process_2021	protein localization to cell periphery (GO:1990778)	2/140	1.981182e-02	7.999733e-02	0	0	9.910545e+00	3.886397e+01	RAMP2;RAB34
GO_Biological_Process_2021	positive regulation of calcium-mediated signaling (GO:0050850)	1/13	1.996945e-02	7.999733e-02	0	0	5.543611e+01	2.169521e+02	P2RX5
GO_Biological_Process_2021	negative regulation of cell morphogenesis involved in differentiation (GO:0010771)	1/13	1.996945e-02	7.999733e-02	0	0	5.543611e+01	2.169521e+02	FBLN1
GO_Biological_Process_2021	negative regulation of locomotion (GO:0040013)	1/13	1.996945e-02	7.999733e-02	0	0	5.543611e+01	2.169521e+02	FBLN1
GO_Biological_Process_2021	negative regulation of substrate adhesion-dependent cell spreading (GO:1900025)	1/13	1.996945e-02	7.999733e-02	0	0	5.543611e+01	2.169521e+02	FBLN1
GO_Biological_Process_2021	positive regulation of reactive oxygen species biosynthetic process (GO:1903428)	1/13	1.996945e-02	7.999733e-02	0	0	5.543611e+01	2.169521e+02	CD36
GO_Biological_Process_2021	mitochondrial outer membrane permeabilization (GO:0097345)	1/13	1.996945e-02	7.999733e-02	0	0	5.543611e+01	2.169521e+02	BAX
GO_Biological_Process_2021	positive regulation of vascular endothelial cell proliferation (GO:1905564)	1/13	1.996945e-02	7.999733e-02	0	0	5.543611e+01	2.169521e+02	SP1
GO_Biological_Process_2021	embryonic hemopoiesis (GO:0035162)	1/13	1.996945e-02	7.999733e-02	0	0	5.543611e+01	2.169521e+02	KIT
GO_Biological_Process_2021	receptor-mediated endocytosis (GO:0006898)	2/143	2.061393e-02	7.999733e-02	0	0	9.698215e+00	3.764641e+01	RAMP2;CD36
GO_Biological_Process_2021	nitrogen compound transport (GO:0071705)	2/143	2.061393e-02	7.999733e-02	0	0	9.698215e+00	3.764641e+01	RAMP2;LMAN2L
GO_Biological_Process_2021	monocarboxylic acid metabolic process (GO:0032787)	2/143	2.061393e-02	7.999733e-02	0	0	9.698215e+00	3.764641e+01	HYI;CD36
GO_Biological_Process_2021	positive regulation of macromolecule metabolic process (GO:0010604)	3/384	2.121036e-02	7.999733e-02	0	0	5.508436e+00	2.122547e+01	RAMP2;SP1;CD36
GO_Biological_Process_2021	immune response-regulating cell surface receptor signaling pathway (GO:0002768)	1/14	2.148948e-02	7.999733e-02	0	0	5.116923e+01	1.964997e+02	KIT
GO_Biological_Process_2021	intestinal absorption (GO:0050892)	1/14	2.148948e-02	7.999733e-02	0	0	5.116923e+01	1.964997e+02	CD36
GO_Biological_Process_2021	cellular response to low-density lipoprotein particle stimulus (GO:0071404)	1/14	2.148948e-02	7.999733e-02	0	0	5.116923e+01	1.964997e+02	CD36
GO_Biological_Process_2021	cGMP-mediated signaling (GO:0019934)	1/14	2.148948e-02	7.999733e-02	0	0	5.116923e+01	1.964997e+02	CD36
GO_Biological_Process_2021	regulation of IRE1-mediated unfolded protein response (GO:1903894)	1/14	2.148948e-02	7.999733e-02	0	0	5.116923e+01	1.964997e+02	BAX
GO_Biological_Process_2021	ovarian follicle development (GO:0001541)	1/14	2.148948e-02	7.999733e-02	0	0	5.116923e+01	1.964997e+02	KIT
GO_Biological_Process_2021	positive regulation of cytosolic calcium ion concentration (GO:0007204)	2/147	2.170437e-02	8.021181e-02	0	0	9.428775e+00	3.611449e+01	P2RX5;CD36
GO_Biological_Process_2021	negative regulation of cellular component movement (GO:0051271)	1/15	2.300723e-02	8.263159e-02	0	0	4.751190e+01	1.792124e+02	FBLN1
GO_Biological_Process_2021	interleukin-27-mediated signaling pathway (GO:0070106)	1/15	2.300723e-02	8.263159e-02	0	0	4.751190e+01	1.792124e+02	IL27RA
GO_Biological_Process_2021	detection of mechanical stimulus involved in sensory perception (GO:0050974)	1/15	2.300723e-02	8.263159e-02	0	0	4.751190e+01	1.792124e+02	KIT
GO_Biological_Process_2021	regulation of phospholipase C activity (GO:1900274)	1/15	2.300723e-02	8.263159e-02	0	0	4.751190e+01	1.792124e+02	KIT
GO_Biological_Process_2021	positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081)	1/16	2.452270e-02	8.625224e-02	0	0	4.434222e+01	1.644279e+02	KIT
GO_Biological_Process_2021	DNA unwinding involved in DNA replication (GO:0006268)	1/16	2.452270e-02	8.625224e-02	0	0	4.434222e+01	1.644279e+02	RPA1
GO_Biological_Process_2021	positive regulation by host of viral transcription (GO:0043923)	1/16	2.452270e-02	8.625224e-02	0	0	4.434222e+01	1.644279e+02	SP1
GO_Biological_Process_2021	regulation of stem cell proliferation (GO:0072091)	1/17	2.603589e-02	8.911614e-02	0	0	4.156875e+01	1.516544e+02	FBLN1
GO_Biological_Process_2021	positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)	1/17	2.603589e-02	8.911614e-02	0	0	4.156875e+01	1.516544e+02	CCND2
GO_Biological_Process_2021	regulation of NLRP3 inflammasome complex assembly (GO:1900225)	1/17	2.603589e-02	8.911614e-02	0	0	4.156875e+01	1.516544e+02	CD36
GO_Biological_Process_2021	monosaccharide transmembrane transport (GO:0015749)	1/17	2.603589e-02	8.911614e-02	0	0	4.156875e+01	1.516544e+02	SLC2A9
GO_Biological_Process_2021	positive regulation of amyloid-beta formation (GO:1902004)	1/18	2.754681e-02	9.005689e-02	0	0	3.912157e+01	1.405195e+02	SP1
GO_Biological_Process_2021	regulation of vascular endothelial cell proliferation (GO:1905562)	1/18	2.754681e-02	9.005689e-02	0	0	3.912157e+01	1.405195e+02	SP1
GO_Biological_Process_2021	positive regulation of macrophage derived foam cell differentiation (GO:0010744)	1/18	2.754681e-02	9.005689e-02	0	0	3.912157e+01	1.405195e+02	CD36
GO_Biological_Process_2021	positive regulation of response to endoplasmic reticulum stress (GO:1905898)	1/18	2.754681e-02	9.005689e-02	0	0	3.912157e+01	1.405195e+02	BAX
GO_Biological_Process_2021	nitric oxide mediated signal transduction (GO:0007263)	1/18	2.754681e-02	9.005689e-02	0	0	3.912157e+01	1.405195e+02	CD36
GO_Biological_Process_2021	mitochondrial fusion (GO:0008053)	1/18	2.754681e-02	9.005689e-02	0	0	3.912157e+01	1.405195e+02	BAX
GO_Biological_Process_2021	DNA conformation change (GO:0071103)	1/18	2.754681e-02	9.005689e-02	0	0	3.912157e+01	1.405195e+02	TOP1MT
GO_Biological_Process_2021	fatty acid transmembrane transport (GO:1902001)	1/19	2.905547e-02	9.344945e-02	0	0	3.694630e+01	1.307363e+02	CD36
GO_Biological_Process_2021	response to fatty acid (GO:0070542)	1/19	2.905547e-02	9.344945e-02	0	0	3.694630e+01	1.307363e+02	CD36
GO_Biological_Process_2021	mitochondrion organization (GO:0007005)	2/175	2.998230e-02	9.344945e-02	0	0	7.891569e+00	2.767690e+01	BAX;BID
GO_Biological_Process_2021	positive regulation of activated T cell proliferation (GO:0042104)	1/20	3.056186e-02	9.344945e-02	0	0	3.500000e+01	1.220801e+02	IL27RA
GO_Biological_Process_2021	fatty acid transport (GO:0015908)	1/20	3.056186e-02	9.344945e-02	0	0	3.500000e+01	1.220801e+02	CD36
GO_Biological_Process_2021	positive regulation of cyclin-dependent protein kinase activity (GO:1904031)	1/20	3.056186e-02	9.344945e-02	0	0	3.500000e+01	1.220801e+02	CCND2
GO_Biological_Process_2021	glucose transmembrane transport (GO:1904659)	1/20	3.056186e-02	9.344945e-02	0	0	3.500000e+01	1.220801e+02	SLC2A9
GO_Biological_Process_2021	myeloid cell development (GO:0061515)	1/20	3.056186e-02	9.344945e-02	0	0	3.500000e+01	1.220801e+02	KIT
GO_Biological_Process_2021	endoplasmic reticulum calcium ion homeostasis (GO:0032469)	1/20	3.056186e-02	9.344945e-02	0	0	3.500000e+01	1.220801e+02	BAX
GO_Biological_Process_2021	positive regulation of cellular biosynthetic process (GO:0031328)	2/180	3.157439e-02	9.344945e-02	0	0	7.667958e+00	2.649593e+01	SP1;CD36
GO_Biological_Process_2021	regulated exocytosis (GO:0045055)	2/180	3.157439e-02	9.344945e-02	0	0	7.667958e+00	2.649593e+01	WDR1;CD36
GO_Biological_Process_2021	error-prone translesion synthesis (GO:0042276)	1/21	3.206599e-02	9.344945e-02	0	0	3.324833e+01	1.143729e+02	RPA1
